시설명,소재지도로명주소,소재지지번주소,운영기관명,전화번호,급식장소,급식대상,급식시간,급식요일,운영시작일자,운영종료일자,위도,경도,데이터기준일자,제공기관코드,제공기관명
대구노숙인종합지원센터,대구광역시 북구 칠성남로38길 22(3층),대구광역시 북구 칠성동2가 302-273,대구노숙인종합지원센터,053-426-5828,도시락 제공,노숙인,중식(11:30~13:00)+석식(17:30~18:30),"혹서기, 동절기 : 중식(수)+석식(월+화+목+금)/ 그 외 : 중식(수)+석식(금)",,,35.875219,128.600218,2025-08-01,3450000,대구광역시 북구
서울기능장애인협회 노원지부,서울특별시 노원구 한글비석로 182,서울특별시 노원구 하계동 9-5,서울기능장애인협회 노원지부,02-2135-6352,협회식당,장애인,중식(11:30 ~),월+화+수+목+금,,,37.643746,127.076731,2024-07-22,3100000,서울특별시 노원구
참아름교회,서울특별시 노원구 노원구 공릉로 351,서울특별시 노원구 하계1동 284,참아름교회,02-974-4443,참아름교회 2~3층,저소득 노인,중식(12:00 ~),월+화+수+목+금+토+일,,,37.637529,127.069874,2024-07-22,3100000,서울특별시 노원구
아름다운 세상 모두함께,서울특별시 노원구 상계로37길 11,서울특별시 노원구 상계동 111-267,아름다운 세상 모두함께,02-556-1333,1층 식당,결식노인+노숙자,화ㆍ목 석식(17:30~ )+토 중식(12:00~ ),화+목+토,,,37.6710025538,127.079221,2024-07-22,3100000,서울특별시 노원구
미추홀노인복지관,인천광역시 미추홀구 학익소로37번길 17,인천광역시 미추홀구 주안동 866-67,미추홀노인복지관,032-861-3001,미추홀노인복지관,만60세 이상 결식우려 노인,중식(11:00~),월+화+수+목+금+토,1997-01-01,,37.44507738,126.6711736,2024-07-14,3510500,인천광역시 미추홀구
미추홀종합사회복지관,인천광역시 미추홀구 염창로 97,인천광역시 미추홀구 주안동 22-59,미추홀종합사회복지관,032-876-8181,미추홀종합사회복지관,만60세 이상 결식우려 노인,중식(11:00~),월+화+수+목+금,2001-09-01,,37.46559847,126.6849558,2024-07-14,3510500,인천광역시 미추홀구
수봉영산마을,인천광역시 미추홀구 수봉로85번길 22,인천광역시 미추홀구 숭의동 8-90,온세상나눔재단,032-438-8004,영산정사,만60세 이상 결식우려 노인,중식(11:00~),월+수+목,2021-01-01,,37.45971242,126.6608259,2024-07-14,3510500,인천광역시 미추홀구
덕양경로식당,전라남도 담양군 고서면 덕촌길 2,전라남도 담양군 고서면 고읍리 512-3,덕양경로식당,061-381-7019,덕양경로식당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2024-02-15,2024-12-31,35.2086394200,126.9948865000,2024-12-23,4850000,전라남도 담양군
월봉경로식당,전라남도 담양군 창평면 수곡길 98,전라남도 담양군 창평면 용수리 253,월봉경로식당,061-381-1682,월봉경로식당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2024-01-02,2024-12-31,35.2356903200,127.0323076000,2024-12-23,4850000,전라남도 담양군
외동경로식당,전라남도 담양군 창평면 외동로 418,전라남도 담양군 창평면 외동리 산 75,외동경로식당,061-381-7557,외동경로식당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2024-01-02,2024-12-31,35.2057420735,127.0357567838,2024-12-23,4850000,전라남도 담양군
창평1구경로식당,전라남도 담양군 창평면 의병로 145-9,전라남도 담양군 창평면 창평리 287-3,창평1구경로식당,061-381-0450,창평1구경로식당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2024-02-15,2024-12-31,35.2390974587,127.0157773138,2024-12-23,4850000,전라남도 담양군
당곡경로식당,전라남도 담양군 창평면 당곡길 33-15,전라남도 담양군 창평면 오강리 510-1,당곡경로식당,061-383-9031,당곡경로식당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2024-05-02,2024-12-31,35.2242712700,127.0053159000,2024-12-23,4850000,전라남도 담양군
무월경로식당,전라남도 담양군 대덕면 무월길 37-1,전라남도 담양군 대덕면 금산리 344,무월경로식당,061-381-1607,무월경로식당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2024-01-02,2024-12-31,35.2667766800,127.0406198000,2024-12-23,4850000,전라남도 담양군
청운경로식당,전라남도 담양군 대덕면 청운길 70-6,전라남도 담양군 대덕면 용대리 937,청운경로식당,061-381-1696,청운경로식당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2024-01-02,2024-12-31,35.2317833798,127.0736200067,2024-12-23,4850000,전라남도 담양군
마천무료급식소,경상남도 창원시 진해구 웅동로51번길 16,경상남도 창원시 진해구 마천동 236-20,웅동1동자원봉사회,,마천무료급식소,60세이상 저소득 결식우려 노인,중식(11:00~12:00),월+화+수+목+금,,,35.1262639,128.7818637,2025-08-22,5670000,경상남도 창원시
동해시노인종합복지관 경로식당,강원특별자치도 동해시 감추7길 50,강원특별자치도 동해시 천곡동 84-14,동해시노인종합복지관,033-530-9000,동해시노인종합복지관 지하식당,65세이상 수급자+차상위계층,중식(11:30~12:30),월+화+수+목+금,2000-05-08,,37.5150722,129.1227562,2025-08-20,4211000,강원특별자치도 동해시
묵호노인종합복지관,강원특별자치도 동해시 향로2길 48,강원특별자치도 동해시 발한동 198-1,묵호노인종합복지관,033-534-6844,묵호노인종합복지관,65세이상 수급자+차상위계층,중식(11:30~12:30),월+화+수+목+금,2018-04-01,,37.54536936,129.1065188,2025-08-20,4211000,강원특별자치도 동해시
다시서기종합지원센터,서울특별시 용산구 한강대로 92길 6,서울특별시 용산구 갈월동 14-30,대한성공회유지재단,02-777-5217,다시서기종합지원센터,노숙인,석식(18:30-19:30),월+화+수+목+금+토+일,2008-06-26,,37.54569095,126.9725568,2025-08-05,3020000,서울특별시 용산구
따스한채움터,서울특별시 용산구 한강대로 377,서울특별시 용산구 동자동 43-9,대한적십자,02-1666-7995,따스한 채움터,노숙인+주거취약계층,조식(08:00-10:00)+중식(12:00-14:00)+석식(17:00-19:00),월+화+수+목+금+토+일,2010-05-04,,37.55206991,126.9720746,2025-08-05,3020000,서울특별시 용산구
만나샘,서울특별시 용산구 후암로 57길 45,서울특별시 용산구 동자동 35-80,사회복지법인 인정복지재단,02-757-7595,만나샘,노숙인,중식(12:00-13:00)+석식(18:00-19:00),중식(월+화+수+목+금)+석식(월+화+수+목+금+토+일),2015-06-01,,37.55152257,126.974148,2025-08-05,3020000,서울특별시 용산구
무주노인종합복지관,전북특별자치도 무주군 무주읍 한풍루로 425,전북특별자치도 무주군 무주읍 당산리 623,무주노인종합복지관,063-322-1252,무주노인종합복지관내 경로식당,기초생활수급자(60세 이상)+차상위자(60세 이상),중식(11:50-12:50),월+화+수+목+금,2006-01-01,,36.0055281,127.6723994,2025-08-18,4741000,전북특별자치도 무주군
진도군노인복지관,전라남도 진도군 진도읍 성동길 6-1,전라남도 진도군 진도읍 성내리 22-104,진도군노인복지관,061-544-5504,진도노인복지관 1층 식당,수급자+차상위계층+65세 이상 결식우려 독거노인,중식(11:30-13:00),월+화+수+목+금,,,34.48392712,126.2661252,2025-08-19,5000000,전라남도 진도군
진도군노인복지관(분관),전라남도 진도군 진도읍 쌍정1길 8-29,전라남도 진도군 진도읍 쌍정리 157,진도군노인복지관(분관),061-544-5504,진도노인복지관 분관 1층 식당,수급자+차상위계층+65세 이상 결식우려 독거노인,중식(11:30-13:00),월+화+수+목+금,,,34.47954639,126.2678721,2025-08-19,5000000,전라남도 진도군
사하사랑채노인복지관,부산광역시 사하구 사리로 35(괴정동),,사하사랑채노인복지관,051-293-9544,사하사랑채노인복지관,60세 이상 결식우려가 있는 저소득 어르신,중식(11:40~13:00),주 5회(월~금),2020-01-01,2025-10-23,35.10303388,128.9987386,2024-10-24,3340000,부산광역시 사하구
신장림사랑채노인복지관,부산광역시 사하구 다대로 300번길 9(장림동),,신장림사랑채노인복지관,051-266-8515,신장림사랑채노인복지관,60세 이상 결식우려가 있는 저소득 어르신,중식(11:40~13:00),주 5회(월~금),2020-01-01,2025-10-23,35.0750861,128.9763297,2024-10-24,3340000,부산광역시 사하구
동구노인복지관,인천광역시 동구 샛골로 177,인천광역시 동구 송림동 124-48,사회적협동조합 디딤,032-761-3677,동구 노인복지관 급식소,인천광역시 동구 거주 만60세이상 저소득 노인,중식(11:30-12:30),월+화+수+목+금,2024-01-01,2024-12-31,37.4783246,126.6445573000,2024-10-18,3500000,인천광역시 동구
성언의집,인천광역시 동구 화도진로79번길 10,인천광역시 동구 화평동 328,거룩한말씀의 수녀회,032-764-1661,성언의집 급식소,인천광역시 동구 거주 만60세이상 저소득 노인,중식(10:00-11:00),화+수+목+금+토,2024-01-01,2024-12-31,37.478916,126.630253,2024-10-18,3500000,인천광역시 동구
송현교회,인천광역시 동구 화도진로44번길 37,인천광역시 동구 송현동 87-2,기독교대한성결교회,032-761-4001,송현교회 급식소,인천광역시 동구 거주 만60세이상 저소득 노인,중식(11:20-11:50),월+화+수+목+금,2024-01-01,2024-12-31,37.4757246,126.6357093763,2024-10-18,3500000,인천광역시 동구
창영사회복지관,인천광역시 동구 우각로 57,인천광역시 동구 창영동 42-3,기독교대한감리유지재단,032-773-1733,창영종합사회복지관 급식소,인천광역시 동구 거주 만60세이상 저소득 노인,중식(11:00-12:00),월+화+수+목+금,2024-01-01,2024-12-31,37.4710469224,126.6411829297,2024-10-18,3500000,인천광역시 동구
제천시실버복지관,충청북도 제천시 용두천로40길 28,충청북도 제천시 고암동 1273,제천시실버복지관,043-651-4568,제천시실버복지관,65세 이상 어르신(저소득 결식우려노인),중식(11:30 ~ 12:30),월 ~ 금,2023-01-01,2025-12-31,37.1561024565,128.2185485727,2024-10-10,4400000,충청북도 제천시
차동경로식당,전라남도 담양군 대덕면 차동길 28,전라남도 담양군 대덕면 비차리 536,차동경로식당,061-381-8413,차동경로식당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2024-10-02,2024-12-31,35.2558705421,127.0023100315,2024-12-23,4850000,전라남도 담양군
오례3구경로식당,전라남도 담양군 무정면 오례신촌길 26-2,전라남도 담양군 무정면 오례리 114-6,오례3구경로식당,061-381-0385,오례3구경로식당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2024-01-02,2024-12-31,35.2657662064,127.0929903328,2024-12-23,4850000,전라남도 담양군
동산3구경로식당,전라남도 담양군 무정면 동산길 21-2,전라남도 담양군 무정면 동산리 139-1,동산3구경로식당,061-383-9586,동산3구경로식당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2024-01-02,2024-12-31,35.2847124100,127.0437184000,2024-12-23,4850000,전라남도 담양군
평지경로식당,전라남도 담양군 무정면 평지길 28,전라남도 담양군 무정면 평지리 299-1,평지경로식당,061-382-0997,평지경로식당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2024-01-02,2024-12-31,35.2824111466,127.0640554137,2024-12-23,4850000,전라남도 담양군
영천1구경로식당,전라남도 담양군 무정면 죽산길 5-11,전라남도 담양군 무정면 영천리 476-4,영천1구경로식당,061-381-2964,영천1구경로식당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2024-01-02,2024-12-31,35.2892481095,126.9845780444,2024-12-23,4850000,전라남도 담양군
정릉종합사회복지관,서울특별시 성북구 솔샘로5길 92,서울특별시 성북구 정릉동 산 1-293,정릉종합사회복지관,02-909-0434,경로식당,60세이상 저소득어르신,11:30-13:00,월+화+수+목+금,2025-01-01,2025-12-31,,,2025-02-27,3070000,서울특별시 성북구
길음종합사회복지관,서울특별시 성북구 삼양로2길 55,서울특별시 성북구 길음동 1061,길음종합사회복지관,02-985-0161,경로식당,60세이상 저소득어르신,11:00-13:00,월+화+수+목+금,2025-01-01,2025-12-31,,,2025-02-27,3070000,서울특별시 성북구
부곡경로식당,경기도 안산시 상록구 성호로 303 (부곡동),경기도 안산시 상록구 부곡동 709,부곡종합사회복지관,031-417-3677,부곡경로식당,가정형편 등 부득이한 사유로 식사를 거르는 60세 이상 저소득노인,중식(11:30-13:00),월+화+수+목+금,2014-01-01,,37.3286489369,126.8586760101,2025-07-03,3930000,경기도 안산시
엠마우스,경기도 안산시 상록구 장화2길 41-1 (사이동),경기도 안산시 상록구 사동 1407-19,천주교수원교구유지재단 감골성당,031-418-8336,엠마우스경로식당,가정형편 등 부득이한 사유로 식사를 거르는 60세 이상 저소득노인,중식(11:30-12:30),월+화+수+목+금,2008-06-22,2024-10-31,37.28362152,126.8521625,2025-07-03,3930000,경기도 안산시
일동경로식당,경기도 안산시 상록구 구룡동길 10 (일동),경기도 안산시 상록구 일동 125,아름다운교회,031-409-3777,"건립중, 대체식",가정형편 등 부득이한 사유로 식사를 거르는 60세 이상 저소득노인,중식(11:30-12:30),수+목+금,1997-09-22,,37.31214298,126.869049,2025-07-03,3930000,경기도 안산시
이동경로식당,경기도 안산시 상록구 충장로6길 24-1 (이동),경기도 안산시 상록구 이동 595-11,필라멘트복지법인,031-480-2900,이동경로식당,가정형편 등 부득이한 사유로 식사를 거르는 60세 이상 저소득노인,중식(11:30-12:30),월+화+수+목+금,2021-01-01,,37.30882694,126.8590281,2025-07-03,3930000,경기도 안산시
사랑나눔경로식당,경기도 안산시 상록구 네고지3길 36 (사동),경기도 안산시 상록구 사동 1308-6,사단법인 나눔과공존,031-414-1255,사랑나눔경로식당,가정형편 등 부득이한 사유로 식사를 거르는 60세 이상 저소득노인,중식(11:30-12:30),월+화+수+목+금,2022-09-22,,37.295510,126.850600,2025-07-03,3930000,경기도 안산시
햇빛나눔노인복지센터(사랑의도시락),강원특별자치도 태백시 서학1길 23-22,강원특별자치도 태백시 황지동 416,햇빛나눔노인복지센터,033-552-6463,도시락 배달,저소득 재가노인,중식(12:00-13:00),매일 배달,2024-03-01,2024-10-31,37.15524125,128.979607,2024-08-28,4221000,강원특별자치도 태백시
무안군종합사회복지관,전라남도 무안군 일로읍 일로중앙로 37,전라남도 무안군 일로읍 월암리 214-2,무안군종합사회복지관,061-283-1888,무안군종합사회복지관 내 경로식당,결식우려 저소득 노인,11:30~12:00,월+수+금,2018-01-01,,34.8514181,126.4902722,2025-04-15,4950000,전라남도 무안군
(사)대한노인회 무안군지회,전라남도 무안군 무안읍 창포로 4,전라남도 무안군 무안읍 교촌리 127-4,(사)대한노인회 무안군지회,061-452-8567,무안군노인복지회관 내 경로식당,결식우려 저소득 노인,11:30~12:00,월+수+금,2018-01-01,,34.99033875,126.4728541,2025-04-15,4950000,전라남도 무안군
개웅교회,서울특별시 구로구 개봉로20길 91-10,서울특별시 구로구 개봉동 198-6,개웅교회,02-2614-3141,개웅교회 지층,노숙자  노인,11:30~12:30,화+일,2012-11-01,,,,2025-01-26,3160000,서울특별시 구로구
중국동포의집,서울특별시 구로구 남부순환로 1307,서울특별시 구로구 가리봉동 137-22,(사)지구촌사랑나눔,02-849-1188,중국동포교회 건물 1층,외국인  노인,12:00~13:00,월+화+수+목+금+토+일,2012-11-01,,,,2025-01-26,3160000,서울특별시 구로구
한국지체장애인협회 구로구지회,서울특별시 구로구 디지털로19길 24,서울특별시 구로구 가리봉동 131-26,한국지체장애인협회 구로지회,02-2682-7553,장애인연합회 건물 1층,장애인 노인,11:00~11:30,화+수+목,2007-01-01,,,,2025-01-26,3160000,서울특별시 구로구
한국곰두리복지회,서울특별시 구로구 고척로 25길 116,서울특별시 구로구 개봉동 416-2,한국곰두리복지회,02-2611-6260,컨테이너 급식소 1층,노인 저소득주민,12:00~13:00,화+금,2012-11-01,,,,2025-01-26,3160000,서울특별시 구로구
지구촌기독교하늘선교협회,서울특별시 구로구 고척로40길 13-3,서울특별시 구로구 고척동 268-20,지구촌기독교하늘선교협회,,지층 전체,노인 저소득주민,12:00~13:00,월+화+수+목+금,2014-10-12,,,,2025-01-26,3160000,서울특별시 구로구
해피클래스지역아동센터,"경기도 안산시 상록구 샘골로18,3층",경기도 안산시 상록구 본오동 679-13,경기도 안산시 상록구청,031-407-7039,해피클래스지역아동센터,결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금,,,37.2855680014,126.8639603997,2025-07-03,3930000,경기도 안산시
해피하우스 지역아동센터,경기도 안산시 단원구 화정천동로 452,경기도 안산시 단원구 와동 801,경기도 안산시 단원구청,031-402-4620,해피하우스 지역아동센터,결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금,,,37.3446132,126.8188122,2025-07-03,3930000,경기도 안산시
행복한아이들지역아동센터,"경기도 안산시 상록구 정동1길 8, 4층(팔곡일동)",경기도 안산시 상록구 팔곡일동 568-5,경기도 안산시 상록구청,031-503-1012,행복한아이들지역아동센터,결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금,,,37.2980180879,126.8876654308,2025-07-03,3930000,경기도 안산시
희망아카데미지역아동센터,"경기도 안산시 상록구 초당로 30, 2층(사동)",경기도 안산시 상록구 사동 1410-4,경기도 안산시 상록구청,070-7520-2644,희망아카데미지역아동센터,결식아동,중식(12:00-13:00)+석식(17:00-18:00),월+화+수+목+금,,,37.28473519,126.8507113,2025-07-03,3930000,경기도 안산시
성포경로식당,경기도 안산시 상록구 고잔로 162 (성포동),경기도 안산시 상록구 성포동 589,상록구노인복지관,031-414-2271,성포경로식당,가정형편 등 부득이한 사유로 식사를 거르는 60세 이상 저소득노인,중식(11:30-12:30),월+화+수+목+금,1997-10-04,,37.318436,126.844302,2025-07-03,3930000,경기도 안산시
본오경로식당,경기도 안산시 상록구 이호로 39 (본오1동),경기도 안산시 상록구 본오동 524,본오종합사회복지관,031-438-8321,본오경로식당,가정형편 등 부득이한 사유로 식사를 거르는 60세 이상 저소득노인,중식(11:30-12:30),월+화+수+목+금,2001-08-06,,37.2874137,126.8612755,2025-07-03,3930000,경기도 안산시
부천시원미노인복지관,경기도 부천시 원미구 부천로136번길 27,경기도 부천시 원미구 원미동 71번지,부천시원미노인복지관,032-667-0261,부천시원미노인복지관,"만60세 이상 기초생활보장수급자 및 차상위계층, 기타 저소득",중식(11:30-12:30),월+화+수+목+금요일,2013-03-28,,37.49673274,126.7875117,2025-06-25,3860000,경기도 부천시
요셉의집,대구광역시 중구 태평로210 (성내1동),대구광역시 중구 교동 26-7,성모자애원,053-426-8737,대구광역시 중구 태평로210 (성내1동),취약계층,11:30-12:30,월+화+목+금+토,,,35.87364814,128.6005028,2025-07-30,6270000,대구광역시
자비의집,대구광역시 중구 문우관길 73 (남산2동),대구광역시 중구 남산동 932-33,동화사,053-253-1082,대구광역시 중구 문우관길 73 (남산2동),노인,11:30-12:30,월+화+수+목+금,,,35.86404983,128.5928403,2025-07-30,6270000,대구광역시
불자의집,대구광역시 중구 공평로8길 15(삼덕동2가),대구광역시 중구 삼덕동2가 26,관음사,053-421-3700,대구광역시 중구 공평로8길 15(삼덕동2가),취약계층,11:30-12:30,목+금+토,,,35.86699986,128.6010518,2025-07-30,6270000,대구광역시
대구제일교회,대구광역시 중구 국채보상로102길 50,대구광역시 중구 동산동 234,대구제일교회,053-253-2615,대구광역시 중구 국채보상로102길 50,취약계층,18:30-19:30,토,,,35.86766703,128.5855662,2025-07-30,6270000,대구광역시
사랑의 무료급식소,대구광역시 중구 태평로 295,대구광역시 중구 동인동3가 369-14,개인,053-421-8666,대구광역시 중구 태평로 297,취약계층,11:30-13:00,화+수+일,,,35.8780895637,128.5814113757,2025-07-30,6270000,대구광역시
사랑을 나누는집,대구광역시 동구 율하동로23길 57,대구광역시 동구 율하동 894-3,사랑을 나누는집,053-000-0000,대구광역시 동구 율하동로23길 57,취약계층,중식(11:30),수+금,,,35.87041225,128.6958032,2025-07-30,6270000,대구광역시
예사의집,대구광역시 동구 신암남로23길 54,대구광역시 동구 신암동 284-10,예사의집,053-000-0000,대구광역시 동구 신암남로23길 54,취약계층,중식(11:30),화+토,,,35.88474056,128.6293092,2025-07-30,6270000,대구광역시
사랑나무공동체,대구광역시 동구 동부로149,대구광역시 동구 신천동 1506,사랑나무공동체,053-667-8801,신세계백화점서편광장,취약계층,석식(18:00),수+금+토+일,,,35.87794067,128.629190,2025-07-30,6270000,대구광역시
구세군동대구상담센터,대구광역시 동구 동부로71,대구광역시 동구 신천동 24-8,구세군동대구상담센터,053-753-6771,대구광역시 동구 동부로71,취약계층,"중식(12:00),석식(18:00)",월+화+수+목+금+토+일,,,35.87544833,128.6201956,2025-07-30,6270000,대구광역시
홍익무료급식소,대구광역시 서구 통학로20길 6 (평리동),대구광역시 서구 평리동 1107-12,대구경북홍익문화운동연합,053-746-9595,대구광역시 서구 통학로20길 6 (평리동),노인,중식(11:30),수+금,,,35.86903103,128.5647302,2025-07-30,6270000,대구광역시
엄마의 집 효도급식소,대구광역시 서구 서대구로3길 29-4 (내당동),대구광역시 서구 내당동 466-20,사회복지법인 마음이아름다운재단,053-568-7004,대구광역시 서구 서대구로3길 29-4 (내당동),노인,중식(12:00),화+목+토,,,35.85856707,128.553414,2025-07-30,6270000,대구광역시
YWCA양지마을,경상남도 창원시 마산합포구 중앙북5길 20(중앙동3가),경상남도 창원시 마산합포구 중앙동3가 4-190,마산YWCA,,마산YWCA 2층,60세이상 저소득 결식우려 노인,중식(11:20~12:00),월+화+수+목+금,,,35.2002427,128.5685119,2025-08-22,5670000,경상남도 창원시
나눔의집,경상남도 창원시 마산회원구 북성로 153-1(회원동),경상남도 창원시 마산회원구 회원동 362-17,나눔의집운영위원회,,나눔의집,결식우려가 있는 60세 이상 노인,중식(11:30~12:30),화+수+목,,,35.22096482,128.5704751,2025-08-22,5670000,경상남도 창원시
내서종합사회복지관,경상남도 창원시 마산회원구 내서읍 상곡로49,경상남도 창원시 마산회원구 내서읍 상곡리 193,내서종합사회복지관,,내서종합사회복지관,결식우려가 있는 60세 이상 노인,중식(11:30~12:30),월+화+수+목+금,,,35.24365479,128.5000383,2025-08-22,5670000,경상남도 창원시
한마음의집,경상남도 창원시 마산회원구 양덕옛3길 5(석전동),경상남도 창원시 마산회원구 석전동 224-7,가톨릭여성회관,,한마음의집,결식우려가 있는 60세 이상 노인,중식(11:30~12:30),월+화+수+목+금,,,35.23448241,128.5805425,2025-08-22,5670000,경상남도 창원시
회원동 사랑나눔의집,경상남도 창원시 마산회원구 무학로 608(회원동),경상남도 창원시 마산회원구 회원동 636-35,회원동사랑나눔의집,,회원동사랑나눔의집,결식우려가 있는 60세 이상 노인,중식(11:30~12:30),토,,,35.22091302,128.5634146,2025-08-22,5670000,경상남도 창원시
진해중앙성당무료급식소,경상남도 창원시 진해구 중원동로 64,경상남도 창원시 진해구 중앙동 13,진해중앙성당,,진해중앙성당무료급식소,60세이상 저소득 결식우려 노인,중식(11:00~12:00),월+화+수+목+금,,,35.1504035,128.6621396,2025-08-22,5670000,경상남도 창원시
태백동신부락무료급식소,경상남도 창원시 진해구 태백서로 62,경상남도 창원시 진해구 태백동 3-121,대광사,,태백동신부락무료급식소,60세이상 저소득 결식우려 노인,중식(11:00~12:00),월+화+수+목+금,,,35.15637708,128.6748492,2025-08-22,5670000,경상남도 창원시
진해동부교회벳세다무료급식소,경상남도 창원시 진해구 냉천로22번길 9,경상남도 창원시 진해구 이동 62-90,사회복지법인 드림재단,,진해동부교회무료급식소,60세이상 저소득 결식우려 노인,중식(11:00~12:00),화+수+목+금,,,35.1498189,128.700762,2025-08-22,5670000,경상남도 창원시
자은종합사회복지관무료급식소,경상남도 창원시 진해구 진해대로901번길 7,경상남도 창원시 진해구 자은동 909,자은종합사회복지관,,자은종합사회복지관무료급식소,60세이상 저소득 결식우려 노인,중식(11:00~12:00),화+수+목+금,,,35.14936295,128.7077078,2025-08-22,5670000,경상남도 창원시
장암무료급식소,경상남도 창원시 진해구 충장로671번길 9,경상남도 창원시 진해구 장천동 119-17,풍호동장천봉사회,,장암무료급식소,60세이상 저소득 결식우려 노인,중식(11:00~12:00),월+화+수+목+금,,,35.12990738,128.7048005,2025-08-22,5670000,경상남도 창원시
웅천무료급식소,경상남도 창원시 진해구 웅천중로55번길 2,경상남도 창원시 진해구 성내동 360,웅천동자원봉사협의회,,웅천무료급식소,60세이상 저소득 결식우려 노인,중식(11:00~12:00),월+화+수+목,,,35.11100605,128.7497114,2025-08-22,5670000,경상남도 창원시
괴산군노인복지관,충청북도 괴산군 괴산읍 동진천길 51,,괴산군노인복지관,043-834-3411,괴산군노인복지관,취약계층 노인,중식(12:00~13:00),월+화+수+목+금,2019-01-01,2019-12-31,36.8079474,127.7973005,2023-07-10,4460000,충청북도 괴산군
오룡할머니경로식당,전라남도 담양군 무정면 외당길 34-7,전라남도 담양군 무정면 오룡리 657-2,오룡할머니경로식당,061-383-9497,오룡할머니경로식당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2024-01-02,2024-12-31,35.2955022409,127.0091737170,2024-12-23,4850000,전라남도 담양군
석현여자경로식당,전라남도 담양군 금성면 석현길 92-16,전라남도 담양군 금성면 석현리 163-1,석현여자경로식당,061-383-9851,석현여자경로식당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2024-01-02,2024-12-31,35.3455945335,127.0249747284,2024-12-23,4850000,전라남도 담양군
덕성경로식당,전라남도 담양군 금성면 덕성길 44-15,전라남도 담양군 금성면 덕성리 815-11,덕성경로식당,061-383-6494,덕성경로식당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2024-01-02,2024-12-31,35.3513584143,127.0524203223,2024-12-23,4850000,전라남도 담양군
원율여자경로식당,전라남도 담양군 금성면 원율길 29-4,전라남도 담양군 금성면 원율리 248-1,원율여자경로식당,,원율여자경로식당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2024-01-02,2024-12-31,35.3542863676,127.0296450926,2024-12-23,4850000,전라남도 담양군
죽림경로식당,전라남도 담양군 금성면 봉황죽림길 12-4,전라남도 담양군 금성면 봉황리 445-3,죽림경로식당,,죽림경로식당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2024-01-02,2024-12-31,35.3141817412,127.0440373203,2024-12-23,4850000,전라남도 담양군
내천경로식당,전라남도 담양군 금성면 내천길 23-8,전라남도 담양군 금성면 원천리 71-1,내천경로식당,070-4941-7513,내천경로식당,65세이상 저소득층,11시30분~12시30분,월+화+수+목+금,2024-01-02,2024-12-31,35.3481570233,127.0119783517,2024-12-23,4850000,전라남도 담양군
사랑의무료급식소,인천광역시 연수구 함박뫼로 220,인천광역시 연수구 연수동 581,대한적십자사봉사회인천지사봉사회연수구지부협의회,032-812-9582,사랑의무료급식소,저소득 노인+독거노인,중식(11:30-13:00),월+화+수+목+금,,,37.41964519,126.6899721,2025-03-26,3520000,인천광역시 연수구
연수구노인복지관,인천광역시 연수구 함박뫼로 194,인천광역시 연수구 연수동 580,연수구노인복지관,032-811-2661,연수구노인복지관,저소득 노인+독거노인,중식(11:30-13:00),월+화+수+목+금,,,37.42110245,126.6877626,2025-03-26,3520000,인천광역시 연수구
청학노인복지관,인천광역시 연수구 청학로12번길 53,인천광역시 연수구 청학동 539-3,청학노인복지관,032-831-7131,청학노인복지관,저소득 노인+독거노인,중식(11:30-13:00),월+화+수+목+금,,,37.42767715,126.666614,2025-03-26,3520000,인천광역시 연수구
송도노인복지관,인천광역시 연수구 송도교육로61,인천광역시 연수구 송도동 194-2,송도노인복지관,032-716-9919,송도노인복지관,저소득 노인+독거노인,중식(11:30-13:00),월+화+수+목+금,,,37.37161228,126.6598574,2025-03-26,3520000,인천광역시 연수구
연수종합사회복지관,인천광역시 연수구 원인재로 212,인천광역시 연수구 연수동 582-2,연수종합사회복지관,032-811-8012,연수종합사회복지관,저소득 노인+독거노인,중식(11:30-13:00),월+화+수+목+금,,,37.4150145,126.687503,2025-03-26,3520000,인천광역시 연수구
선학종합사회복지관,인천광역시 연수구 선학로 14,인천광역시 연수구 선학동 347,선학종합사회복지관,032-813-6453,각 수급자 가정,거동불편 저소득 재가노인,중식(11:30-13:00),월+화+수+목+금,,,37.41785053,126.6950897,2025-03-26,3520000,인천광역시 연수구
